data;pais;valor
30/03/2010;BRASIL;R$ 353,82
15/08/2003;ESPANHA;R$ 648,98
30/12/2003;MÉXICO;R$ 330,17
31/01/2000;MÉXICO;R$ 265,34
23/11/2010;CHILE;R$ 487,13
29/08/2019;CHILE;R$ 737,62
02/11/2017;ESPANHA;R$ 185,95
14/09/2008;BRASIL;R$ 132,90
20/10/2006;ESPANHA;R$ 624,40
31/03/2015;CHILE;R$ 89,01
10/06/2011;BRASIL;R$ 406,95
09/09/2018;ESPANHA;R$ 13,94
06/02/2018;ARGENTINA;R$ 528,52
21/10/2005;MÉXICO;R$ 717,13
19/08/2000;BRASIL;R$ 396,58
29/03/2019;ARGENTINA;R$ 419,97
02/07/2015;CHILE;R$ 695,60
28/02/2000;MÉXICO;R$ 272,85
18/05/2010;ARGENTINA;R$ 716,99
16/07/2000;ARGENTINA;R$ 163,46
14/06/2004;CHILE;R$ 530,72
01/06/2004;BRASIL;R$ 536,36
20/11/2000;MÉXICO;R$ 109,20
20/04/2019;ESPANHA;R$ 26,73
08/09/2018;ARGENTINA;R$ 486,26
07/09/2009;ARGENTINA;R$ 106,91
28/03/2008;ESPANHA;R$ 678,93
28/01/2010;BRASIL;R$ 557,11
06/03/2000;ARGENTINA;R$ 223,13
14/10/2011;BRASIL;R$ 744,74
25/06/2020;BRASIL;R$ 834,20
21/12/2006;BRASIL;R$ 871,40
20/02/2006;MÉXICO;R$ 519,45
30/11/2004;MÉXICO;R$ 316,11
23/11/2002;CHILE;R$ 357,77
31/01/2011;MÉXICO;R$ 577,64
18/04/2006;ARGENTINA;R$ 479,81
26/07/2016;MÉXICO;R$ 42,97
10/07/2009;BRASIL;R$ 214,39
22/02/2011;MÉXICO;R$ 126,62
23/11/2018;CHILE;R$ 167,91
26/10/2019;MÉXICO;R$ 570,04
10/03/2005;ARGENTINA;R$ 6,65
02/02/2008;BRASIL;R$ 488,38
29/04/2003;ESPANHA;R$ 692,70
10/11/2000;ARGENTINA;R$ 937,20
11/08/2015;BRASIL;R$ 564,38
05/04/2001;ESPANHA;R$ 478,25
29/06/2003;BRASIL;R$ 16,32
12/06/2015;CHILE;R$ 890,00
21/07/2003;ARGENTINA;R$ 933,35
23/04/2000;BRASIL;R$ 326,29
29/12/2005;BRASIL;R$ 380,16
04/11/2003;CHILE;R$ 575,18
20/04/2018;BRASIL;R$ 219,68
08/02/2012;ARGENTINA;R$ 972,94
02/06/2015;BRASIL;R$ 161,92
11/08/2001;CHILE;R$ 844,25
30/07/2010;ARGENTINA;R$ 225,98
12/02/2013;BRASIL;R$ 614,16
25/01/2008;CHILE;R$ 808,97
23/12/2008;ARGENTINA;R$ 580,99
11/01/2018;BRASIL;R$ 934,50
01/12/2011;MÉXICO;R$ 490,89
20/02/2002;CHILE;R$ 144,77
23/12/2019;ARGENTINA;R$ 132,22
29/03/2001;CHILE;R$ 122,80
16/05/2014;BRASIL;R$ 125,58
07/03/2006;ESPANHA;R$ 996,98
13/06/2012;ESPANHA;R$ 795,22
30/07/2020;CHILE;R$ 22,49
20/06/2018;CHILE;R$ 540,39
08/02/2007;ARGENTINA;R$ 374,47
02/09/2007;MÉXICO;R$ 380,04
08/04/2006;BRASIL;R$ 79,59
10/11/2014;BRASIL;R$ 280,64
23/07/2013;BRASIL;R$ 14,78
23/04/2009;CHILE;R$ 660,87
18/04/2019;CHILE;R$ 484,39
20/01/2001;MÉXICO;R$ 475,68
07/03/2014;ARGENTINA;R$ 712,00
18/06/2001;ESPANHA;R$ 908,36
01/06/2000;CHILE;R$ 436,50
31/07/2020;CHILE;R$ 169,25
17/09/2014;BRASIL;R$ 908,64
01/03/2004;BRASIL;R$ 163,20
21/12/2015;ESPANHA;R$ 659,17
05/08/2004;CHILE;R$ 572,30
06/10/2012;CHILE;R$ 311,04
13/01/2009;ESPANHA;R$ 201,85
10/04/2002;CHILE;R$ 316,58
16/11/2013;ARGENTINA;R$ 442,78
27/05/2017;BRASIL;R$ 421,68
17/06/2003;ESPANHA;R$ 597,70
09/06/2001;CHILE;R$ 461,96
17/01/2018;ARGENTINA;R$ 254,86
09/11/2005;ESPANHA;R$ 705,68
22/07/2003;CHILE;R$ 435,70
09/07/2018;ESPANHA;R$ 894,27
10/07/2016;ARGENTINA;R$ 236,64
11/06/2004;ESPANHA;R$ 57,53
25/07/2004;BRASIL;R$ 657,21
07/01/2019;ESPANHA;R$ 660,26
11/02/2019;CHILE;R$ 492,20
20/03/2006;ESPANHA;R$ 310,30
18/04/2018;ARGENTINA;R$ 477,47
30/04/2019;ESPANHA;R$ 271,30
07/06/2016;ARGENTINA;R$ 929,19
22/10/2000;ARGENTINA;R$ 249,51
30/07/2007;ESPANHA;R$ 970,05
15/05/2002;ARGENTINA;R$ 836,99
16/01/2015;MÉXICO;R$ 159,70
15/03/2014;ESPANHA;R$ 430,36
15/12/2016;MÉXICO;R$ 799,64
24/03/2004;ESPANHA;R$ 820,82
09/05/2016;MÉXICO;R$ 734,14
29/09/2002;BRASIL;R$ 575,64
20/01/2008;CHILE;R$ 538,48
21/06/2005;ESPANHA;R$ 778,06
24/07/2013;BRASIL;R$ 38,72
16/01/2020;ARGENTINA;R$ 255,69
17/05/2009;ESPANHA;R$ 611,15
21/08/2010;BRASIL;R$ 268,43
19/05/2003;CHILE;R$ 413,16
18/06/2005;BRASIL;R$ 110,06
23/11/2001;ARGENTINA;R$ 288,29
24/01/2020;ARGENTINA;R$ 169,82
30/11/2009;ESPANHA;R$ 1,27
24/10/2000;MÉXICO;R$ 816,81
26/10/2003;MÉXICO;R$ 26,87
12/05/2013;CHILE;R$ 946,02
01/12/2000;ESPANHA;R$ 720,65
17/09/2004;CHILE;R$ 105,13
01/10/2016;ARGENTINA;R$ 788,01
13/02/2012;CHILE;R$ 977,14
22/09/2002;ARGENTINA;R$ 899,46
31/10/2018;MÉXICO;R$ 600,62
09/09/2015;MÉXICO;R$ 693,28
06/03/2008;CHILE;R$ 102,06
13/10/2015;MÉXICO;R$ 689,74
01/11/2013;ESPANHA;R$ 156,96
03/01/2019;ARGENTINA;R$ 133,77
10/09/2020;BRASIL;R$ 281,39
25/08/2017;BRASIL;R$ 18,52
26/09/2005;MÉXICO;R$ 570,45
25/09/2013;MÉXICO;R$ 520,85
18/06/2011;BRASIL;R$ 602,59
07/06/2007;ARGENTINA;R$ 678,42
14/01/2018;ARGENTINA;R$ 364,53
24/04/2005;ARGENTINA;R$ 266,98
22/11/2002;CHILE;R$ 8,11
22/02/2002;BRASIL;R$ 30,57
25/03/2002;ESPANHA;R$ 160,86
29/07/2014;CHILE;R$ 385,32
07/12/2017;ESPANHA;R$ 436,93
19/06/2001;CHILE;R$ 598,75
01/10/2011;BRASIL;R$ 240,69
10/03/2006;BRASIL;R$ 739,40
02/04/2002;ARGENTINA;R$ 946,05
17/01/2017;CHILE;R$ 777,55
20/11/2000;MÉXICO;R$ 306,51
16/01/2000;BRASIL;R$ 354,17
22/06/2008;BRASIL;R$ 691,25
10/05/2017;ARGENTINA;R$ 109,44
19/12/2002;ARGENTINA;R$ 539,54
14/08/2013;ARGENTINA;R$ 935,92
08/04/2002;ARGENTINA;R$ 41,19
26/11/2000;BRASIL;R$ 353,41
11/01/2013;ARGENTINA;R$ 175,53
20/11/2018;ESPANHA;R$ 760,11
03/11/2015;CHILE;R$ 912,76
24/12/2010;ESPANHA;R$ 553,35
05/03/2002;CHILE;R$ 831,54
10/09/2015;ARGENTINA;R$ 819,22
12/12/2011;MÉXICO;R$ 977,71
26/02/2015;ESPANHA;R$ 755,73
19/04/2006;ESPANHA;R$ 573,30
11/11/2010;CHILE;R$ 909,66
27/02/2013;ARGENTINA;R$ 816,30
03/08/2020;BRASIL;R$ 639,24
14/04/2004;ARGENTINA;R$ 59,39
27/12/2008;ARGENTINA;R$ 560,37
25/02/2005;MÉXICO;R$ 75,32
12/06/2004;ARGENTINA;R$ 517,98
01/12/2014;BRASIL;R$ 8,58
18/04/2004;MÉXICO;R$ 826,99
13/03/2003;MÉXICO;R$ 432,02
08/05/2003;ESPANHA;R$ 446,13
28/09/2010;MÉXICO;R$ 375,33
04/03/2013;ARGENTINA;R$ 703,61
04/05/2003;BRASIL;R$ 747,07
04/10/2008;BRASIL;R$ 550,49
03/02/2018;ARGENTINA;R$ 227,23
30/05/2015;BRASIL;R$ 821,94
12/07/2018;ESPANHA;R$ 749,36
04/12/2003;ARGENTINA;R$ 527,89
27/08/2002;ARGENTINA;R$ 667,28
23/06/2011;ESPANHA;R$ 150,91
28/03/2002;BRASIL;R$ 494,68
30/01/2006;ARGENTINA;R$ 450,89
21/01/2015;ARGENTINA;R$ 41,37
21/08/2014;MÉXICO;R$ 610,41
15/10/2007;ESPANHA;R$ 670,38
16/02/2016;MÉXICO;R$ 591,09
12/11/2013;CHILE;R$ 717,73
11/12/2006;ARGENTINA;R$ 175,82
10/09/2019;ARGENTINA;R$ 75,66
23/01/2004;ARGENTINA;R$ 249,77
01/08/2009;BRASIL;R$ 691,07
18/07/2019;ESPANHA;R$ 250,98
10/02/2019;BRASIL;R$ 944,21
05/06/2011;MÉXICO;R$ 420,82
14/07/2001;BRASIL;R$ 896,49
09/05/2014;MÉXICO;R$ 246,33
19/07/2018;ESPANHA;R$ 954,18
08/02/2020;BRASIL;R$ 504,20
05/04/2012;ARGENTINA;R$ 566,85
30/11/2014;ESPANHA;R$ 808,74
24/11/2004;ESPANHA;R$ 288,47
07/07/2019;CHILE;R$ 432,93
24/10/2004;MÉXICO;R$ 803,90
03/07/2017;CHILE;R$ 725,60
11/12/2013;MÉXICO;R$ 478,59
09/01/2012;CHILE;R$ 186,81
02/03/2011;ESPANHA;R$ 591,20
12/06/2003;MÉXICO;R$ 435,71
20/07/2015;MÉXICO;R$ 344,63
21/06/2006;MÉXICO;R$ 461,12
19/03/2003;MÉXICO;R$ 773,04
31/12/2009;ARGENTINA;R$ 539,66
09/07/2010;ARGENTINA;R$ 446,18
20/01/2013;BRASIL;R$ 726,37
20/04/2005;MÉXICO;R$ 915,09
05/12/2011;CHILE;R$ 974,00
12/01/2008;ARGENTINA;R$ 48,10
27/04/2008;CHILE;R$ 449,33
07/09/2007;ESPANHA;R$ 207,71
07/05/2005;ESPANHA;R$ 962,31
13/01/2019;ESPANHA;R$ 48,04
20/02/2018;CHILE;R$ 737,35
24/09/2006;CHILE;R$ 125,16
30/06/2009;CHILE;R$ 300,92
17/02/2012;CHILE;R$ 638,84
31/05/2001;CHILE;R$ 792,29
22/09/2020;MÉXICO;R$ 708,06
24/06/2017;ARGENTINA;R$ 917,48
11/10/2011;ARGENTINA;R$ 605,51
29/10/2011;CHILE;R$ 341,77
11/08/2019;ESPANHA;R$ 429,89
10/07/2017;BRASIL;R$ 711,91
03/10/2014;ARGENTINA;R$ 467,86
18/10/2020;ARGENTINA;R$ 411,95
21/12/2005;ARGENTINA;R$ 751,66
01/08/2015;ESPANHA;R$ 185,96
15/12/2002;ESPANHA;R$ 636,24
30/03/2017;BRASIL;R$ 160,59
28/02/2008;ARGENTINA;R$ 644,79
22/01/2002;ESPANHA;R$ 170,44
26/06/2008;ESPANHA;R$ 293,89
03/04/2006;ESPANHA;R$ 36,68
29/03/2013;ESPANHA;R$ 572,85
01/11/2004;ARGENTINA;R$ 104,57
27/10/2008;ESPANHA;R$ 997,85
25/02/2003;ESPANHA;R$ 434,54
30/10/2007;ESPANHA;R$ 860,13
01/08/2006;CHILE;R$ 981,48
04/06/2017;ESPANHA;R$ 333,78
07/09/2012;MÉXICO;R$ 9,53
03/10/2015;ESPANHA;R$ 611,56
06/02/2009;CHILE;R$ 382,45
13/06/2012;ARGENTINA;R$ 967,12
23/01/2014;CHILE;R$ 650,00
29/03/2003;ARGENTINA;R$ 363,93
10/11/2012;BRASIL;R$ 890,17
04/04/2006;MÉXICO;R$ 962,60
12/10/2011;MÉXICO;R$ 582,00
03/04/2007;MÉXICO;R$ 324,40
02/01/2010;MÉXICO;R$ 302,23
14/11/2018;ARGENTINA;R$ 110,64
06/12/2010;ARGENTINA;R$ 332,80
07/06/2015;BRASIL;R$ 608,32
20/01/2016;ARGENTINA;R$ 887,27
04/07/2003;ARGENTINA;R$ 674,01
23/06/2018;ARGENTINA;R$ 304,50
07/05/2001;ARGENTINA;R$ 620,45
11/02/2008;MÉXICO;R$ 940,79
08/01/2016;ARGENTINA;R$ 32,22
15/07/2020;ARGENTINA;R$ 484,64
31/01/2000;CHILE;R$ 283,18
21/11/2005;BRASIL;R$ 905,48
03/04/2004;ESPANHA;R$ 393,89
04/01/2008;ESPANHA;R$ 643,62
29/08/2003;ARGENTINA;R$ 743,02
11/09/2005;BRASIL;R$ 55,88
29/11/2012;ESPANHA;R$ 533,54
13/11/2013;ESPANHA;R$ 347,10
27/01/2009;MÉXICO;R$ 564,24
17/09/2017;MÉXICO;R$ 848,64
20/10/2004;BRASIL;R$ 803,65
03/01/2000;MÉXICO;R$ 77,40
03/06/2011;MÉXICO;R$ 72,15
15/11/2001;MÉXICO;R$ 472,26
08/09/2004;CHILE;R$ 268,50
27/03/2013;BRASIL;R$ 132,20
25/07/2004;MÉXICO;R$ 237,72
13/09/2007;BRASIL;R$ 377,97
31/07/2017;ESPANHA;R$ 252,05
15/01/2007;MÉXICO;R$ 611,65
30/10/2006;CHILE;R$ 523,63
03/01/2008;ESPANHA;R$ 669,27
06/01/2006;CHILE;R$ 436,40
07/01/2013;CHILE;R$ 362,67
25/06/2018;BRASIL;R$ 948,75
18/10/2019;ARGENTINA;R$ 950,02
03/03/2012;BRASIL;R$ 655,40
04/06/2020;BRASIL;R$ 449,10
15/02/2015;ESPANHA;R$ 112,23
01/09/2007;MÉXICO;R$ 1,35
10/01/2003;BRASIL;R$ 881,73
19/03/2001;CHILE;R$ 651,74
10/02/2013;ESPANHA;R$ 363,29
22/10/2010;ESPANHA;R$ 959,49
07/01/2011;BRASIL;R$ 229,09
24/03/2009;ESPANHA;R$ 795,56
12/10/2011;ARGENTINA;R$ 954,51
28/04/2008;ARGENTINA;R$ 280,89
26/11/2018;MÉXICO;R$ 257,00
23/05/2007;MÉXICO;R$ 918,52
08/06/2007;MÉXICO;R$ 323,79
05/06/2020;CHILE;R$ 903,02
17/03/2004;CHILE;R$ 306,39
26/09/2004;CHILE;R$ 108,13
01/01/2005;MÉXICO;R$ 295,64
11/07/2017;ESPANHA;R$ 418,67
19/08/2016;ARGENTINA;R$ 375,88
29/02/2004;ESPANHA;R$ 144,89
13/12/2006;CHILE;R$ 482,05
17/01/2018;BRASIL;R$ 155,14
01/05/2002;BRASIL;R$ 209,13
11/07/2002;MÉXICO;R$ 940,30
15/05/2012;MÉXICO;R$ 120,31
28/12/2009;BRASIL;R$ 93,91
21/02/2005;BRASIL;R$ 834,96
24/09/2004;MÉXICO;R$ 886,17
11/01/2016;ESPANHA;R$ 288,20
21/08/2020;BRASIL;R$ 675,09
04/06/2015;ESPANHA;R$ 723,57
05/04/2015;ARGENTINA;R$ 972,30
07/03/2008;CHILE;R$ 742,84
11/09/2017;ESPANHA;R$ 781,01
18/06/2002;ARGENTINA;R$ 717,67
04/12/2011;ARGENTINA;R$ 28,29
03/06/2000;BRASIL;R$ 45,71
22/10/2015;ESPANHA;R$ 314,58
27/10/2006;MÉXICO;R$ 399,30
17/03/2009;MÉXICO;R$ 623,02
25/03/2000;ESPANHA;R$ 778,66
30/12/2008;ESPANHA;R$ 832,23
07/06/2020;ESPANHA;R$ 899,75
20/09/2017;MÉXICO;R$ 634,57
30/08/2020;ARGENTINA;R$ 828,52
02/11/2001;CHILE;R$ 111,57
10/10/2004;BRASIL;R$ 421,07
28/04/2014;BRASIL;R$ 428,22
06/10/2005;MÉXICO;R$ 349,06
24/07/2004;MÉXICO;R$ 265,32
27/08/2003;ARGENTINA;R$ 279,72
04/09/2005;MÉXICO;R$ 770,82
03/04/2010;ESPANHA;R$ 210,82
19/11/2009;MÉXICO;R$ 629,01
02/07/2015;BRASIL;R$ 41,85
09/01/2000;MÉXICO;R$ 32,13
15/06/2002;BRASIL;R$ 737,62
28/09/2000;ARGENTINA;R$ 911,77
24/01/2014;ESPANHA;R$ 862,37
07/10/2004;ESPANHA;R$ 519,30
04/07/2002;ARGENTINA;R$ 479,58
16/11/2000;ARGENTINA;R$ 953,73
09/08/2007;BRASIL;R$ 671,24
24/06/2002;MÉXICO;R$ 428,72
06/02/2014;MÉXICO;R$ 224,23
28/07/2014;ESPANHA;R$ 610,80
13/07/2019;BRASIL;R$ 10,08
24/12/2000;ARGENTINA;R$ 640,52
06/01/2002;ESPANHA;R$ 0,12
12/12/2001;ESPANHA;R$ 488,36
16/02/2002;ESPANHA;R$ 701,12
04/06/2010;ESPANHA;R$ 341,27
20/09/2019;MÉXICO;R$ 346,95
22/12/2012;CHILE;R$ 67,84
27/06/2002;MÉXICO;R$ 211,79
06/10/2012;MÉXICO;R$ 534,94
16/05/2007;ARGENTINA;R$ 457,23
14/02/2011;BRASIL;R$ 434,91
06/10/2017;BRASIL;R$ 561,74
24/11/2014;ESPANHA;R$ 590,62
03/12/2015;ESPANHA;R$ 515,00
13/05/2014;MÉXICO;R$ 999,03
07/01/2015;ARGENTINA;R$ 491,29
28/04/2008;BRASIL;R$ 147,54
17/08/2000;ESPANHA;R$ 987,53
12/10/2004;ARGENTINA;R$ 64,93
13/12/2019;MÉXICO;R$ 565,71
15/12/2018;ESPANHA;R$ 47,63
31/03/2007;BRASIL;R$ 235,35
21/01/2015;BRASIL;R$ 355,00
04/01/2011;BRASIL;R$ 915,64
22/09/2003;BRASIL;R$ 870,34
03/07/2013;ESPANHA;R$ 852,61
10/08/2003;ESPANHA;R$ 674,57
18/09/2001;BRASIL;R$ 130,66
13/06/2019;ARGENTINA;R$ 532,04
23/10/2012;BRASIL;R$ 44,53
18/10/2013;ARGENTINA;R$ 880,54
10/11/2012;CHILE;R$ 776,18
15/09/2008;ESPANHA;R$ 50,15
27/07/2003;ESPANHA;R$ 404,53
18/05/2009;ESPANHA;R$ 998,44
20/10/2006;CHILE;R$ 443,69
15/04/2020;CHILE;R$ 641,13
29/07/2020;ESPANHA;R$ 542,96
30/10/2001;CHILE;R$ 887,54
24/10/2000;ESPANHA;R$ 38,92
04/04/2007;ARGENTINA;R$ 596,37
15/02/2010;MÉXICO;R$ 527,54
23/02/2014;MÉXICO;R$ 859,46
21/12/2008;BRASIL;R$ 825,81
21/03/2001;MÉXICO;R$ 481,73
03/08/2004;MÉXICO;R$ 125,91
20/10/2005;ESPANHA;R$ 999,23
01/01/2002;ARGENTINA;R$ 445,67
14/02/2013;MÉXICO;R$ 310,06
13/08/2013;BRASIL;R$ 685,04
24/06/2019;ARGENTINA;R$ 211,06
04/12/2018;MÉXICO;R$ 325,05
20/10/2019;ARGENTINA;R$ 272,01
28/08/2008;BRASIL;R$ 107,21
28/04/2002;MÉXICO;R$ 512,94
05/09/2017;ESPANHA;R$ 973,93
29/01/2020;ESPANHA;R$ 55,94
05/12/2000;CHILE;R$ 450,51
27/09/2002;CHILE;R$ 725,33
18/04/2009;ARGENTINA;R$ 905,86
12/10/2009;CHILE;R$ 354,93
11/05/2016;MÉXICO;R$ 313,98
06/09/2004;CHILE;R$ 761,31
22/11/2000;ARGENTINA;R$ 227,32
26/05/2019;MÉXICO;R$ 539,35
06/10/2020;MÉXICO;R$ 883,37
01/07/2015;BRASIL;R$ 28,89
20/07/2014;CHILE;R$ 999,78
27/05/2020;CHILE;R$ 111,34
14/11/2000;ESPANHA;R$ 519,94
05/02/2008;ESPANHA;R$ 706,40
27/07/2018;BRASIL;R$ 384,84
07/04/2005;BRASIL;R$ 740,79
19/12/2009;BRASIL;R$ 913,87
13/05/2020;MÉXICO;R$ 334,19
26/06/2011;BRASIL;R$ 634,93
13/08/2018;BRASIL;R$ 117,08
24/05/2002;ESPANHA;R$ 211,71
19/02/2014;MÉXICO;R$ 417,54
18/03/2005;CHILE;R$ 391,26
21/11/2012;ESPANHA;R$ 421,17
15/03/2020;ARGENTINA;R$ 770,30
24/02/2009;BRASIL;R$ 373,59
17/09/2019;MÉXICO;R$ 247,01
07/02/2017;ARGENTINA;R$ 793,33
24/09/2017;ARGENTINA;R$ 694,93
11/09/2017;CHILE;R$ 218,19
21/11/2006;CHILE;R$ 13,07
05/04/2013;ESPANHA;R$ 47,77
22/10/2005;ESPANHA;R$ 430,52
21/04/2017;ARGENTINA;R$ 917,53
22/03/2017;ARGENTINA;R$ 724,11
10/12/2007;CHILE;R$ 845,12
12/09/2014;CHILE;R$ 349,40
23/03/2003;CHILE;R$ 739,53
10/01/2000;MÉXICO;R$ 483,72
26/02/2008;BRASIL;R$ 328,72
22/10/2020;MÉXICO;R$ 99,89
07/03/2010;BRASIL;R$ 183,67
05/04/2006;ESPANHA;R$ 782,12
06/04/2002;CHILE;R$ 129,59
22/01/2013;ARGENTINA;R$ 633,86
23/05/2018;CHILE;R$ 519,04
23/04/2013;ESPANHA;R$ 937,17
29/04/2015;MÉXICO;R$ 717,89
15/03/2017;ESPANHA;R$ 305,57
10/12/2000;ARGENTINA;R$ 246,60
18/03/2019;ARGENTINA;R$ 924,18
23/10/2000;CHILE;R$ 157,67
28/02/2011;ESPANHA;R$ 356,83
16/06/2009;MÉXICO;R$ 146,27
29/11/2007;MÉXICO;R$ 174,65
12/11/2005;ESPANHA;R$ 552,01
06/12/2002;ESPANHA;R$ 165,31
02/03/2002;ARGENTINA;R$ 601,02
06/06/2011;ARGENTINA;R$ 373,29
16/02/2007;CHILE;R$ 96,66
14/10/2005;CHILE;R$ 841,56
18/07/2006;CHILE;R$ 813,36
21/12/2006;MÉXICO;R$ 517,56
24/08/2009;MÉXICO;R$ 212,01
01/11/2008;CHILE;R$ 264,92
08/08/2010;MÉXICO;R$ 253,87
09/09/2009;ESPANHA;R$ 325,02
25/03/2003;MÉXICO;R$ 532,84
01/03/2015;BRASIL;R$ 225,28
10/10/2009;ARGENTINA;R$ 893,10
19/12/2009;ESPANHA;R$ 146,86
25/05/2003;MÉXICO;R$ 926,01
25/09/2004;BRASIL;R$ 510,27
22/01/2006;ARGENTINA;R$ 492,41
07/03/2015;CHILE;R$ 453,50
17/06/2006;MÉXICO;R$ 394,12
15/11/2013;ESPANHA;R$ 27,68
04/11/2010;ARGENTINA;R$ 625,84
23/06/2013;CHILE;R$ 454,43
29/11/2017;MÉXICO;R$ 34,27
08/11/2016;ARGENTINA;R$ 237,83
03/02/2014;ARGENTINA;R$ 816,76
10/03/2018;BRASIL;R$ 831,97
09/01/2020;ARGENTINA;R$ 687,88
18/07/2007;ESPANHA;R$ 144,98
01/08/2017;BRASIL;R$ 851,77
11/10/2001;ESPANHA;R$ 765,28
14/12/2006;ARGENTINA;R$ 969,39
20/08/2007;BRASIL;R$ 115,39
30/11/2012;MÉXICO;R$ 84,49
23/01/2015;ESPANHA;R$ 493,47
13/07/2020;MÉXICO;R$ 982,03
17/05/2016;ESPANHA;R$ 480,85
04/06/2002;MÉXICO;R$ 157,13
09/01/2009;BRASIL;R$ 843,63
11/04/2013;ESPANHA;R$ 622,99
20/08/2019;BRASIL;R$ 50,42
22/08/2002;ARGENTINA;R$ 709,84
27/10/2016;ESPANHA;R$ 46,77
13/09/2012;ARGENTINA;R$ 207,69
20/02/2016;CHILE;R$ 486,28
03/02/2007;ARGENTINA;R$ 609,02
16/01/2010;CHILE;R$ 222,92
14/02/2000;ESPANHA;R$ 520,32
22/05/2015;ARGENTINA;R$ 70,91
07/07/2010;ESPANHA;R$ 292,46
31/10/2005;MÉXICO;R$ 367,05
27/10/2016;ESPANHA;R$ 268,04
06/12/2011;ESPANHA;R$ 928,56
31/07/2009;CHILE;R$ 112,29
21/06/2006;ARGENTINA;R$ 935,34
08/03/2002;BRASIL;R$ 682,37
02/12/2014;BRASIL;R$ 767,09
01/01/2010;ARGENTINA;R$ 327,33
04/01/2014;ESPANHA;R$ 600,29
23/03/2009;MÉXICO;R$ 824,35
20/02/2019;ARGENTINA;R$ 462,93
09/12/2002;CHILE;R$ 761,04
17/05/2013;CHILE;R$ 117,93
15/03/2009;MÉXICO;R$ 446,46
03/11/2009;MÉXICO;R$ 158,21
30/08/2010;ESPANHA;R$ 903,92
30/03/2020;ARGENTINA;R$ 255,66
02/02/2002;MÉXICO;R$ 59,52
07/10/2006;MÉXICO;R$ 573,06
11/12/2015;BRASIL;R$ 692,58
22/05/2008;ESPANHA;R$ 490,20
16/12/2004;ESPANHA;R$ 266,39
20/06/2010;MÉXICO;R$ 804,89
30/09/2017;CHILE;R$ 655,12
24/07/2019;ESPANHA;R$ 500,79
29/01/2017;ARGENTINA;R$ 829,88
16/12/2009;MÉXICO;R$ 231,91
30/07/2005;CHILE;R$ 952,69
02/02/2013;ARGENTINA;R$ 812,22
29/12/2007;ARGENTINA;R$ 55,57
27/10/2006;ESPANHA;R$ 968,91
05/11/2015;MÉXICO;R$ 740,60
12/05/2004;CHILE;R$ 748,77
05/12/2010;ARGENTINA;R$ 517,35
21/12/2014;ARGENTINA;R$ 848,48
22/09/2015;MÉXICO;R$ 845,75
11/03/2014;ESPANHA;R$ 842,73
05/04/2014;CHILE;R$ 658,25
15/11/2011;ARGENTINA;R$ 372,55
18/05/2012;BRASIL;R$ 191,30
28/03/2004;BRASIL;R$ 488,05
10/12/2017;ARGENTINA;R$ 679,93
09/10/2009;MÉXICO;R$ 333,27
17/08/2003;CHILE;R$ 858,19
23/11/2019;CHILE;R$ 765,53
28/05/2005;MÉXICO;R$ 238,65
08/10/2014;ARGENTINA;R$ 724,94
20/08/2012;CHILE;R$ 426,09
06/03/2016;ARGENTINA;R$ 76,30
27/09/2016;ESPANHA;R$ 493,91
14/02/2001;BRASIL;R$ 301,10
27/12/2019;ESPANHA;R$ 675,07
19/05/2013;MÉXICO;R$ 189,42
28/02/2004;MÉXICO;R$ 363,96
24/08/2019;BRASIL;R$ 766,36
04/02/2001;BRASIL;R$ 200,25
25/08/2020;CHILE;R$ 934,40
09/05/2012;ARGENTINA;R$ 279,29
04/02/2011;CHILE;R$ 298,30
19/10/2017;MÉXICO;R$ 842,77
13/12/2019;MÉXICO;R$ 170,05
26/10/2005;ESPANHA;R$ 870,19
06/08/2003;ARGENTINA;R$ 50,95
13/05/2010;MÉXICO;R$ 671,28
27/04/2015;ARGENTINA;R$ 651,75
18/10/2016;MÉXICO;R$ 675,49
22/07/2019;ESPANHA;R$ 899,82
06/07/2012;MÉXICO;R$ 515,95
14/12/2001;CHILE;R$ 436,47
07/02/2013;MÉXICO;R$ 290,11
04/04/2001;ESPANHA;R$ 599,08
13/01/2014;BRASIL;R$ 592,14
25/03/2001;ESPANHA;R$ 883,99
13/02/2010;ARGENTINA;R$ 436,02
27/02/2016;CHILE;R$ 480,93
05/08/2010;ESPANHA;R$ 650,92
24/03/2020;MÉXICO;R$ 175,57
19/11/2002;BRASIL;R$ 427,55
10/12/2008;CHILE;R$ 511,98
19/02/2003;ARGENTINA;R$ 873,38
02/03/2005;CHILE;R$ 255,21
14/09/2004;ARGENTINA;R$ 572,59
11/01/2004;BRASIL;R$ 600,71
22/11/2000;ARGENTINA;R$ 94,46
13/08/2007;BRASIL;R$ 262,32
07/12/2000;MÉXICO;R$ 581,61
18/06/2013;CHILE;R$ 4,32
31/08/2016;BRASIL;R$ 685,60
28/07/2015;MÉXICO;R$ 181,03
02/06/2004;ESPANHA;R$ 796,08
12/12/2000;ARGENTINA;R$ 648,69
22/02/2003;CHILE;R$ 115,69
03/09/2002;MÉXICO;R$ 666,51
29/09/2007;ARGENTINA;R$ 994,47
05/02/2016;CHILE;R$ 846,01
01/03/2006;CHILE;R$ 267,08
12/10/2004;MÉXICO;R$ 450,74
11/02/2001;ARGENTINA;R$ 505,43
03/08/2004;MÉXICO;R$ 404,00
